287345409;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
298746504;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
305055501;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
328531603;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
340490606;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
349833608;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
358445401;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
359261609;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
359605607;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
363299504;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
368445409;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
376062600;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
398194605;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
403017502;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
413866609;;KORFAK;CSK nulljustert purregebyr;Etter avtale;35;;;;;17.10.2008;;CSK;
429345408;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
430712604;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
436258404;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
439345406;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
441198504;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
443554605;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
472545409;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
476155601;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
477398507;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
478128408;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
482136603;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
482545407;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
498746502;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
500020508;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
505386607;;KORFAK;CSK nulljustert purregebyr;Etter avtale;43.75;;;;;17.10.2008;;CSK;
517492609;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
520802604;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
533091500;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
550445407;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
550545404;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
567263504;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
567445408;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
578445405;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
600257505;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
604624601;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
605383603;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
606445401;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
610077505;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
649817509;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
659535603;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
660545401;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
662594605;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
678128505;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
685897407;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
689035608;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
711957506;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
714135506;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
717646608;;KORFAK;CSK nulljustert purregebyr;Etter avtale;35;;;;;17.10.2008;;CSK;
726807506;;KORFAK;CSK nulljustert purregebyr;Etter avtale;67.11;;;;;17.10.2008;;CSK;
731306601;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
733299507;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
733617401;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
735576506;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
738496504;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
747994606;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
748395605;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
749799508;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
754055507;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
756837407;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
759386501;;KORFAK;CSK nulljustert purregebyr;Etter avtale;3.24;;;;;17.10.2008;;CSK;
759445406;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
770545408;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
773462601;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
778445403;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
795445402;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
799097407;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
806445409;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
823529508;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
850445404;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
850451600;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
878445402;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
879445401;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
880984604;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
883445603;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
884101502;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
888445400;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
888746500;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
889600607;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
892059502;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
902739507;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
909135600;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
927884601;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
970376505;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
983560608;;KORFAK;CSK nulljustert purregebyr;Etter avtale;57;;;;;17.10.2008;;CSK;
